ファイル名,業態,市内外,組み合わせbits,組み合わせID,組み合わせ名,採用媒体数,採用媒体一覧,媒体,Shapley準拠_接触者平均,接触率,接触者数,重み付き貢献度,広告予算配分_推奨(RAW比),広告予算配分_推奨(0%下限正規化%)
2m5,学習塾(小学生~高校生向け),名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",折込,0.018617128,0.380552813,771,14.35380551,5.013551559,4.108978174
2m5,学習塾(小学生~高校生向け),名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",ポスティング,-0.129420353,0.240375123,487,-63.02771214,-22.01455804,0
2m5,学習塾(小学生~高校生向け),名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",フリーペーパー,0.530823963,0.10266535,208,110.4113844,38.56490656,31.60680757
2m5,学習塾(小学生~高校生向け),名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",web,1.002511919,0.110562685,224,224.5626698,78.43609992,64.28421426
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1,C0001,折込,1,折込,折込,0.244181081,0.38766832,1094,267.1341028,100,100
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,10,C0002,ポスティング,1,ポスティング,ポスティング,0.210749703,0.181785967,513,108.1145977,100,100
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,11,C0003,折込+ポスティング,2,"折込,ポスティング",折込,0.250605925,0.38766832,1094,274.1628818,69.39684277,69.39684277
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,11,C0003,折込+ポスティング,2,"折込,ポスティング",ポスティング,0.235677332,0.181785967,513,120.9024712,30.60315723,30.60315723
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,100,C0004,フリーペーパー,1,フリーペーパー,フリーペーパー,0.185870421,0.080439405,227,42.19258554,100,100
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",折込,0.2440402,0.38766832,1094,266.9799791,86.81462201,86.81462201
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",フリーペーパー,0.178629237,0.080439405,227,40.5488368,13.18537799,13.18537799
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",ポスティング,0.195788225,0.181785967,513,100.4393592,83.35869774,83.35869774
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",フリーペーパー,0.088331268,0.080439405,227,20.05119779,16.64130226,16.64130226
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",折込,0.249098885,0.38766832,1094,272.5141802,67.78525391,67.78525391
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",ポスティング,0.218703098,0.181785967,513,112.1946894,27.90733862,27.90733862
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",フリーペーパー,0.076285848,0.080439405,227,17.3168875,4.307407471,4.307407471
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1000,C0008,web,1,web,web,0.494969115,0.081856839,231,114.3378656,100,100
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1001,C0009,折込+web,2,"折込,web",折込,0.280515324,0.38766832,1094,306.8837649,68.24843036,68.24843036
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1001,C0009,折込+web,2,"折込,web",web,0.618065448,0.081856839,231,142.7731185,31.75156964,31.75156964
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1010,C0010,ポスティング+web,2,"ポスティング,web",ポスティング,0.218642066,0.181785967,513,112.1633798,49.16268555,49.16268555
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1010,C0010,ポスティング+web,2,"ポスティング,web",web,0.502095246,0.081856839,231,115.9840018,50.83731445,50.83731445
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",折込,0.285319165,0.38766832,1094,312.139166,53.64190765,53.64190765
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",ポスティング,0.24497332,0.181785967,513,125.6713134,21.59693407,21.59693407
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",web,0.623739184,0.081856839,231,144.0837515,24.76115828,24.76115828
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",フリーペーパー,0.165991089,0.080439405,227,37.6799773,24.90929047,24.90929047
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",web,0.491726375,0.081856839,231,113.5887927,75.09070953,75.09070953
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",折込,0.278829421,0.38766832,1094,305.0393867,63.61566345,63.61566345
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",フリーペーパー,0.146838799,0.080439405,227,33.33240733,6.951440695,6.951440695
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",web,0.610960133,0.081856839,231,141.1317907,29.43289586,29.43289586
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",ポスティング,0.202996285,0.181785967,513,104.1370942,43.83143483,43.83143483
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",フリーペーパー,0.079948969,0.080439405,227,18.14841598,7.638691271,7.638691271
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",web,0.499133766,0.081856839,231,115.2998999,48.5298739,48.5298739
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",折込,0.284493394,0.38766832,1094,311.2357729,53.28163274,53.28163274
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",ポスティング,0.233167639,0.181785967,513,119.6149989,20.47734545,20.47734545
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",フリーペーパー,0.041702807,0.080439405,227,9.466537165,1.620612412,1.620612412
2m6,葬儀会社・葬祭サービス(お葬式の依頼・会員登録・相談など),名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",web,0.622580156,0.081856839,231,143.816016,24.6204094,24.6204094
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1,C0001,折込,1,折込,折込,0.293554013,0.181775701,389,114.1925109,100,100
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,10,C0002,ポスティング,1,ポスティング,ポスティング,0.528807091,0.085514019,183,96.77169764,100,100
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,11,C0003,折込+ポスティング,2,"折込,ポスティング",折込,0.263413259,0.181775701,389,102.4677578,52.98344969,52.98344969
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,11,C0003,折込+ポスティング,2,"折込,ポスティング",ポスティング,0.496874459,0.085514019,183,90.92802594,47.01655031,47.01655031
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,100,C0004,フリーペーパー,1,フリーペーパー,フリーペーパー,0.351153978,0.060747664,130,45.6500171,100,100
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",折込,0.279360423,0.181775701,389,108.6712044,72.96918746,72.96918746
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",フリーペーパー,0.309663999,0.060747664,130,40.25631991,27.03081254,27.03081254
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",ポスティング,0.487386953,0.085514019,183,89.19181235,77.49859593,77.49859593
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",フリーペーパー,0.199203709,0.060747664,130,25.8964822,22.50140407,22.50140407
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",折込,0.254737424,0.181775701,389,99.09285808,48.4272411,48.4272411
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",ポスティング,0.462083446,0.085514019,183,84.56127062,41.32557198,41.32557198
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",フリーペーパー,0.161292411,0.060747664,130,20.96801337,10.24718692,10.24718692
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1000,C0008,web,1,web,web,0.642813673,0.148130841,317,203.7719345,100,100
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1001,C0009,折込+web,2,"折込,web",折込,0.385628669,0.181775701,389,150.0095522,40.40772193,40.40772193
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1001,C0009,折込+web,2,"折込,web",web,0.697887265,0.148130841,317,221.230263,59.59227807,59.59227807
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1010,C0010,ポスティング+web,2,"ポスティング,web",ポスティング,0.532832076,0.085514019,183,97.50826984,32.29815584,32.29815584
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1010,C0010,ポスティング+web,2,"ポスティング,web",web,0.644770206,0.148130841,317,204.3921554,67.70184416,67.70184416
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",折込,0.350376002,0.181775701,389,136.2962649,30.69718553,30.69718553
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",ポスティング,0.484323518,0.085514019,183,88.63120376,19.96187135,19.96187135
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",web,0.691088363,0.148130841,317,219.0750109,49.34094312,49.34094312
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",フリーペーパー,0.354918086,0.060747664,130,46.13935124,18.4536102,18.4536102
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",web,0.643184571,0.148130841,317,203.889509,81.5463898,81.5463898
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",折込,0.367209378,0.181775701,389,142.844448,35.70620054,35.70620054
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",フリーペーパー,0.287217159,0.060747664,130,37.33823064,9.333273853,9.333273853
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",web,0.693603603,0.148130841,317,219.8723421,54.96052561,54.96052561
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",ポスティング,0.486956736,0.085514019,183,89.1130826,27.96619689,27.96619689
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",フリーペーパー,0.192555458,0.060747664,130,25.03220952,7.855812855,7.855812855
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",web,0.645111683,0.148130841,317,204.5004035,64.17799026,64.17799026
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",折込,0.341653457,0.181775701,389,132.9031947,29.45003191,29.45003191
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",ポスティング,0.457229902,0.085514019,183,83.67307205,18.54112422,18.54112422
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",フリーペーパー,0.124716292,0.060747664,130,16.21311801,3.592666405,3.592666405
2m7,弁護士・司法書士（法律の相談・手続き・書類作成など),名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",web,0.689256526,0.148130841,317,218.4943188,48.41617747,48.41617747
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1,C0001,折込,1,折込,折込,0.315293383,0.189664963,334,105.3079899,100,100
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,10,C0002,ポスティング,1,ポスティング,ポスティング,0.642412031,0.107893242,190,122.0582859,100,100
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,11,C0003,折込+ポスティング,2,"折込,ポスティング",折込,0.270802641,0.189664963,334,90.44808212,44.29470385,44.29470385
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,11,C0003,折込+ポスティング,2,"折込,ポスティング",ポスティング,0.598674068,0.107893242,190,113.7480729,55.70529615,55.70529615
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,100,C0004,フリーペーパー,1,フリーペーパー,フリーペーパー,0.780083883,0.082907439,146,113.8922469,100,100
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",折込,0.298843036,0.189664963,334,99.81357396,47.12755039,47.12755039
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",フリーペーパー,0.766992851,0.082907439,146,111.9809563,52.87244961,52.87244961
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",ポスティング,0.5072114,0.107893242,190,96.37016591,51.26213968,51.26213968
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",フリーペーパー,0.627566107,0.082907439,146,91.62465155,48.73786032,48.73786032
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",折込,0.256552134,0.189664963,334,85.68841273,32.47044458,32.47044458
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",ポスティング,0.454642594,0.107893242,190,86.38209291,32.73330513,32.73330513
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",フリーペーパー,0.628946136,0.082907439,146,91.82613592,34.7962503,34.7962503
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1000,C0008,web,1,web,web,0.319187842,0.203861442,359,114.5884353,100,100
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1001,C0009,折込+web,2,"折込,web",折込,0.377135743,0.189664963,334,125.9633382,47.61595619,47.61595619
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1001,C0009,折込+web,2,"折込,web",web,0.386007927,0.203861442,359,138.5768459,52.38404381,52.38404381
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1010,C0010,ポスティング+web,2,"ポスティング,web",ポスティング,0.676368457,0.107893242,190,128.5100068,49.8735887,49.8735887
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1010,C0010,ポスティング+web,2,"ポスティング,web",web,0.359781221,0.203861442,359,129.1614585,50.1264113,50.1264113
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",折込,0.326058172,0.189664963,334,108.9034295,29.05772247,29.05772247
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",ポスティング,0.622254525,0.107893242,190,118.2283598,31.54580972,31.54580972
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",web,0.411284954,0.203861442,359,147.6512986,39.39646781,39.39646781
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",フリーペーパー,0.802492195,0.082907439,146,117.1638604,48.99908411,48.99908411
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",web,0.339695065,0.203861442,359,121.9505283,51.00091589,51.00091589
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",折込,0.354417345,0.189664963,334,118.3753932,31.64151861,31.64151861
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",フリーペーパー,0.77853382,0.082907439,146,113.6659378,30.38269008,30.38269008
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",web,0.395745968,0.203861442,359,142.0728026,37.9757913,37.9757913
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",ポスティング,0.525603204,0.107893242,190,99.86460882,30.93382364,30.93382364
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",フリーペーパー,0.642880919,0.082907439,146,93.86061411,29.07404052,29.07404052
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",web,0.359631853,0.203861442,359,129.1078351,39.99213584,39.99213584
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",折込,0.308145541,0.189664963,334,102.9206106,24.00441435,24.00441435
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",ポスティング,0.471527802,0.107893242,190,89.59028241,20.89535077,20.89535077
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",フリーペーパー,0.628873229,0.082907439,146,91.81549139,21.41434145,21.41434145
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",web,0.402313737,0.203861442,359,144.4306315,33.68589343,33.68589343
